IDX	상호명	리뷰	점수
531	돈무리청라직영점	"목살 육즙 가두게 잘 구워 먹으면 정말 맛있어요 숯불이고 여사장님께서 매우 친절하세요 고기추가도 눈치 안보고 할 수 있었구요 원래 근처 냉동삼겹집 가려다가 문 닫았길래 오늘 처음 가봤는데 생각보다 맛있었고 반찬도 필요한 것들만 딱 있어서 좋았어요! 공기밥, 찌개는 추가로 주문해서 먹었고 돈이 하나도 아깝지 않았어요ㅎㅎ 재방문의사 있음요"	5점
532	15오븐후	보통이에요	3점
533	본죽&비빔밥인천청라신도시	좋아요	4점
534	하네돈까스	방문 포장해서 먹었음..   맛 중간..  가격 비싼편 들어가자 느낀점   여기는 홀식당 아닌 배달 전문점임. 참고하세요   난 메뉴 종류 많은데치고 맛집 못봤음.. 파.돈 먹었는데 그냥저냥	3점
535	신김밥천국	고등어조림 먹고 맛없다고 말하는데 데꾸도 안하네요ㅋㅋ	1점
536	한우가마솥소머리국밥	좋아요	4점
537	아빠손	갈비맛 너무 맛있어요 ^^	5점
538	신전떡볶이	별 한개 주기도 아까워요ㅋㅋㅋ 다른 지점에 비해서 음식나오는 속도가 정말 저어어어엉말 정~말 느려요 참고로 20분은 기본으로 기다려야 하는 곳이에요ㅎㅅㅎ	1점
539	제주도하루미삼겹살	일단 기본적으로 고기 품질이 좋고  반찬류 등이 맛깔남  대응도 친절하고 맛있슴	5점
540	황금식당	"반찬 좋고 사장님이 연세가 좀 있으셔서 친절함은 그닦 ,  낙지볶음은 최고 "	5점
541	SongforBnB	여기 영업하는건가요?	1점
542	애로우잉글리시학원	"청강 강추합니다! 쉽게, 술술, 영어를 부담없이 배울수 있다는 사실에 놀라실겁니다. "	5점
543	황토추어탕	"친절하고 정갈한데 결정적으로 반찬, 특히 김치가 맛이 없다. 추어탕은 보통인데 맛을 보조해 줄 반찬이 없다는..."	3점
544	천일사세탁소	드라이클리닝 맡긴 바지 찾아와 보니 이물질이 뭍어있어서 도로 10분 이상이나 힘들게 걸어가 기분 나쁘지 않게 얘기했는데 할아범이 사과는 커녕 원래 뭍어있었던거라며 앞으로는 직접 빨래하라며 기분 나쁘게 말해서 다신 안 감!	1점
545	제이제이골프피팅샵	전지적피터시점	5점
546	장승백이공인중개사사무소	진짜 무책임하더라고요. 몇번갔는데 갈때마다 기분나빠서 다른 장승백이 부동산도 가기 싫어지더라고요.  진짜 기분 나쁜 중개업자들이예요.	1점
547	왕코등갈비	친절하시고 맛있어요!	5점
548	바다의신	사장님 친절하시고 음식 서비스 모두 만족스럽네요	5점
549	파스타마마	파스타 개꿀맛임;; 분위기도 꽤 산뜻하고 괜찮음	5점
550	덴세츠스시	젓가락으로 이집 초밥을 먹는건 신의 영역이다. 그냥 막 부서진다.	2점
551	홍익자동차정비학교	세금으로 맨날 영화나 처 보고 수업도 안하고 실기는 일부러 안가르친다. 왜? 그래야 돈 내고 재수강 하거든 쌍용가라 	1점
552	진주세탁	별로예요	1점
553	마메든	"에그와플 먹으려고 검색해서 왔는데 와플 아무맛도 안나고 아이스크림도 무맛,, 음료도 평균 이하,,,ㅠ"	2점
554	제니네일	완전 별로 전화상담으로는 2만얼마라고 해놓고 막상 가면 회원권 끊어야만 2만원대라고함 가지마세요	1점
555	맘모스회센타24호	"회 자체보다도 스끼다시의 종류와 양이 상당히 많았습니다. 간장게장 잘하는 집에 갔었는데, 정확히 몇호였는지는 기억이 안 나네요. 사람이 좀 많고 어수선하다는 점만 빼면 다 좋았습니다."	4점
556	텐메이	전반적으로 맛이 좋지 않음. 손질은 열심히 하신 티가 나지만 재료의 신선도가 떨어짐. 특히 우니는 살면서 먹은 우니중 제일 상태가 좋지 않음. 눅진하고 비리고 쓴맛이 오래가서 진짜 별로였음.  9명이서 사케 4병 (25만원가까이) 마셨는데 서비스를 요청해야 주고 새우튀김 각 1인당 1개 나옴. 재방문 의사 전혀 없음. 	1점
557	바다이야기	배달시켜 먹었는데  싱싱하고 맛나네요^^  	5점
558	석천칡냉면	육수가 맛있어서 좋구 엄청 차갑습니다 양도 많구여. 육수를 부어서가져오는게 아니라 와서 부어주셔서 진짜 시원해서 좋아요. 냉면도 7000원에 1개도 배달해주셔서 죄송하면서도 감사한 ㅎㅎ.. 앵간하면 현금으로 ㅎ 냉면그릇은 투명한 플라스틱이라 재활용쓰레기에 넣으면 되구여 투명해서그런가 더 차가워보이더라구여 여튼 추천합니다 올 여름 이 냉면으로 보내세여	5점
559	나래어린이집	완전멋진 어린이집^^	5점
560	바디홀릭휘트니스	있는 사람들 수준부터 떨어짐 원장인지 알반지 모르겠는데 그딴식으로 일해도 괜찮은지 궁금하네요~~ 본인이 을매나 싹퉁바가지 없는지 모르면 남한테 당해봐야함 다니는 사람들 돈 아까워서 가는듯 여기 왜가요 진짜~~ 여기 말고 싸고 좋은 선생님 뵙는게 더 좋을듯ㅎㅎ 직원 관리랑 인성 관리 좀 하시길	1점
561	명낚시	손맛 정말 좋아요~ㅎㅎ	5점
562	궁불고기	"간장 돼지불고기를 먹었음. 단맛 적당, 잡내 안남, 맛좋음. 반찬도 깔끔, 계란찜 사기 그릇에 부드럽게 쪄서 나오고 된장찌개는 멸치육수에 집 된장으로 한듯. 재방문의사 백퍼센트!"	4점
563	초이스레시피	"오픈날 때부터 그 동네에 살 적에 매일같이 다녔습니다. 저는 그 첫 아메리카노 크레마의 감동을 잊질 못합니다.  이제는 나이 들은 카페고 입지가 썩 좋지 않을지언정, 오늘같이 생각날 때 다시 가고싶은 곳입니다.  한번 믿어보세요. 여긴 진심 담긴 커피만을 깐깐하게 팝니다."	5점
564	더쏠레피자	사진에서 보이듯이 망함	1점
565	아이비클럽	아이비클럽 학생복 부평점 작전역 4번출구에 있는 본점매장입니다. 많이들 방문해주세요^^	5점
566	가장맛있는족발	맛있엉	5점
567	진마트	진마트 너무 친절하고 좋아요!	5점
568	북경전통손짜장	합리적인가격에 쫄깃한 면발이 살아있는 짜장과 짬뽕을 맛볼수있는 곳 짬뽕은 그리 짜지않아 크게 부담이 없고 짜장은 담백하면서도 불맛이 잘 살아있다 영흥 들르는 사람들에게 부담없이 추천해줄수있을만한 맛집	4점
569	이타바	깔끔하고 부타노가쿠니 맛있어요	5점
570	도일씽크	친절하시고 가격도 만족! 제품도 만족!	5점
571	진오븐베이커리	동네 맛집 가격도 착함	5점
572	동네피씨	사장님이 친절하시고 부품도 저렴하게 잘샀네요 담에 또오겠습니다	5점
573	라인헬스	2달 째 다니고 있는 중.. 작전동 사는 사람이면 다녀도 괜찮을 듯ㅋㅋ	5점
574	우식이해장국	최고예요	5점
575	중앙식당	"해물탕 먹었는데,,,, 절대 호감 안가는 집이네요"	1점
576	미래익스프레스	집이 구조가 옛날구조라 이삿짐 나르기가 여간 쉽지가 않았습니다. 그래도 정말 수고해 주셔서 편안하게 이사했습니다. 감사드려요~	5점
577	금문종가집	좋아요	4점
578	동촌집	최고예요	5점
579	탄탄	"저랑 와이프, 4살딸 같이 가서 2인셋트 시켰는데 너무 잘 먹었습니다. 가성비 최고네요! 초밥, 육회, 갈비살, 서비스 무국도 맛있고 새우우렁쌈장(?)까지 다 너무 맛있습니다^^"	5점
580	컴닥터	컴 고장으로 불렀더니 빨리와줘서 고마웠는데 갖고가야한대서 어딘지 물어보니까 가게도 없고 전화번호도 가상번호고...  믿을수없으신분이라 안된다고했더니 출장/점검비를 3만원 달라네요. 정말 어처구니가 없었네요.	1점
581	모리	맛은있는데 가성비는 떨어짐..	3점
582	화이트	너무 깨끗하고 친절하게 대해주셔서 너무 잘놀고 갑니다~ 	5점
583	광해.아구.해물	맛잇는데 양도많다	5점
584	삼랑성꽁보리밥집	보통이에요	3점
585	헤어명작	감사합니다  항상 고객입장에서 최선을 다하겠습니다^^	5점
586	후다닭	가성비 갑인듯. 양도 많고 맛있음	5점
587	돌초밥	배달의 민족으로 시켜먹었는데 이것저것 서비스도 많이 넣어주시고 초밥도 맛있고 최근에 먹은 곳 중에 제일 괜찮았어요!	5점
588	갤러리피씨	최고예요	5점
589	김가네볼테기아구찜	탕종류는 국물도 시원하고 간도  딱맞아요..아쉬움이 있다면 찜맛이 넘 평범해요 고기와 양념이 헛도는 느낌 양념맛도 좀 개선되면 좋을듯싶어요 오픈할때부터 단골이에요 사장님 부부께서 깔끔하기도하고 친절해서..편하게가는 식당입니다	4점
590	삼시세끼	저녁때 식사 하러 혼자 갔는데 아들놈인지 알바놈인지 정신 나간 놈 인줄 알았음 장난아니게 싸가지없음 ....  말투 틱틱 거리는거 하며 기본이 안되있음.... 정신차리자 아그야.....	1점
591	동아공인중개사사무소	친절하십니다!	5점
592	명지공인중개사	비도 많이 오고 여기저기 많이 귀찮게 물어봤는데 너무 친절하게 안내해주셔서 감사합니다.^^ 다음에 주변 지인분들 집 알아볼 때 꼭 소개할께요~^^	5점
593	서해황태해장국	황태수제비가 얇고 손으로직접 떠서 넘나 맛있어요 황태청국장도 자꾸 생각나는맛이에요	5점
594	카페숲	조금 아쉬워요	2점
595	낚시타운	강화 창리 낚시타운에  가시면 강화털갯지렁이  싱싱해서 참좋아요  주말엔 예약이 필수 임니다	5점
596	엔젤스핫요가	밑에분 처럼 저 인터넷쇼핑몰 에서나 적립금 주면 모를까 이런거 잘 안쓰는데 전 다른데도 다녀 봤거든요. 여긴 친구 소개로 왔는데 진짜 잘 옮겼다는 생각이 드네요. 요가는 호흡이 많은 운동이라 청결이 중요한데 정말 깨끗하구요 직원분들과 강사샘들이 진짜 진짜 친절 하시고 너므 좋아요 운동 가고 싶게 만드는정도??ㅎㅎ	5점
597	탑공인중개사사무소	에휴...	1점
598	프로카써비스	최고의 혜자 카센타	5점
599	청천그집쭈꾸미	굿입니다	4점
600	핀즈	친절하다는 느낌은 못받았는데 시설자체는 얼마되지않아 깔끔했어요.. 조카가 아직 어려서 범퍼레인이 필요할때만 가끔갑니다. 	2점
601	스타벅스인천갈산DT	좋아여	1점
602	이즈	어? 제가 다니는 곳이예요 시설도 깔끔하고 분위기도 편해서 마사지받으며 쉬기 딱좋은 분위기예요^^ 제 남자친구는 여기서 꾸준히 여드름관리 받고 있는데 남자친구도 만족하고 있어서 같이 다니는 중이예요^^	5점
603	웅이네족발	족발보다 보쌈을 더 많이 맛있어요	4점
604	파리블랑제과자점	별로예요	1점
605	열우물영양탕	좋아요	4점
606	만의골보리밥	악!	1점
607	참조은공인중개사사무소	안녕하세요? 사장님~ 저번에 한번 찾아뵙고 너무 좋은곳을 구해주셔서 인사드리고 싶어서 출근길게 혹시나 휴대폰 찾아봤는데나오시네요~ 그래서 추천 남기러 왔어요~ 연락드리겠습니다!!	5점
608	스페인목장	항상 갈때마다 너무 잘먹고와요 사장님도 잘챙겨주시고 좋아요	5점
609	신세미양꼬치	다른 메뉴는 모르겠지만 마라탕도 그렇고 가격 대비 아쉽네요 물론 마라탕 전문점 기준은 아니고 앙꼬치집 기준입니다	2점
610	사계절꽃백화점	꽃바구니 주문했는데 화사하고 아름다워서 꼭 마음에 드네요. 번창하세요	5점
611	필립	오늘 머리잘랐는데 솔직히 제가 말씀드린데로 정확히 잘 잘라주섰음 자주갈거같아요~~ 이근방이랑 아울렛쪽도 많이돌아다녔는데 저는 여기가 제일 좋네요 집도가깝고 자주가겟슴다 ! ㅇㅎ 디자이너님 굿굿	5점
612	태양스튜디오	헛걸음했네 ㅡㅡ	1점
613	펜타스타	이름만 호텔이지 모텔입니다. 방음 전혀 안 되구요. 그냥 이 가격대 모텔 생각하심 될듯	3점
614	팝싸인간판	진짜 깔끔하네여~	5점
615	씨탑마트	"여기 좋음 / 도매라서 부산물도 저렴하고, 해산물 관련된 건 거의 다 팔고 저렴함."	5점
616	숯과곱창	마성의 소스	5점
617	참치일식	최고  입니다 !!!	5점
618	오후엔펜션	뭐같이 싸가지없음	1점
619	부흥갈비	아주 맛나고 친절하세요.	5점
620	라벨르살롱	채린쌤 정말 인생머리 체고예요 ㅠㅠ 얼룩덜룩한 젖소무늬 제 머리를 한방에 애쉬로 해주셨어용 ㅠㅠㅠ 다른 사람들은 모르겠구 채린쌤이 최고입니당 ㅜㅜㅜㅜ 감사해요!나중에 가도 기억해주셔야되영 ㅎㅎㅎㅎㅎ	5점
621	인생닭강정	오픈이벤트때 줄서서 먹어보고 맛있어서 골프치러갈때 간식으로 사갔는데 지인들도 맛있다해서 뿌듯하게 잘 먹었어요 직원들도 친절하고 닭이 딱딱하지않고 부드러워서 넘 좋았어요~^^	5점
622	공원앞테이블	"분위기 좋구 서비스도 괜찮고 식기 예쁘고 좋은것들쓴거보고 기분이 좋았어요 수플레팬케이크듀  맛있고,, 근데 물이 너무 수돗물맛나서 레몬이라도 넣음 좋을거같고 아메리카노맛이.....ㅠㅠㅠㅠ한입먹고 못먹었습니다 너무 아쉽,, 원두 찌꺼기 물탄맛이에요 포장해주시겠다했는데 도저히 먹을수없어 그냥 나왔습니다"	3점
623	상하이	가격-평균 짜장-중상 탕수육-상	5점
624	이찬헤어모드	최악 앞에 머리 오천원이라고 붙여두고 샴푸별도라고 이천원 더 받음 그리고 머리 자를때 이렇게 해주세요라고말하면 욕먹음 알아서 해주는데 왜 딴지거냐고 싸우려 들려함 우선 머리 엄청 못자름 기본기없는듯	1점
625	오뎅식당	보통이에요	3점
626	부영식당	최고예요	5점
627	황소돌곱창	여기 곱도많고 가격도 저렴하고 진짜 괜찮아요 꼭 가보세요	5점
628	진수성찬	나물반찬도 맛있고 알타리 김치가 정날 최고에요!  시간이 좀 걸리지만 고등어 생선구이는 정말 양도 많고 바로 구워나와서 맛있습니다!	5점
